Creek,Date,Lat,Long,Measurement,Value
Beaverdam,2006-04-01,35.81638888888889,-78.66083333333334,Biotic Index (BI),7.57413793103448
Beddingfield,2011-06-01,35.694654,-78.489132,Biotic Index (BI),5.17605633802817
Great Alamance,1993-07-01,36.028055555555554,-79.4413888888889,Biotic Index (BI),5.3
Great Alamance,1998-07-01,36.028055555555554,-79.4413888888889,Biotic Index (BI),5.8
Great Alamance,2003-08-01,36.028055555555554,-79.4413888888889,Biotic Index (BI),6.4
Great Alamance,2008-07-01,36.0280555555556,-79.4413888888889,Biotic Index (BI),6.10344827586207
Great Alamance,2013-07-01,36.0280555555556,-79.4413888888889,Biotic Index (BI),5.63571428571429
Great Alamance,1986-07-01,36.016666666666666,-79.41388888888889,Biotic Index (BI),5.9958041958042
Great Alamance,1989-04-01,36.016666666666666,-79.41388888888889,Biotic Index (BI),4.42567567567568
Great Alamance,1989-04-01,36.016666666666666,-79.41388888888889,Biotic Index (BI),5.7258064516129
Great Alamance,1989-08-01,36.016666666666666,-79.41388888888889,Biotic Index (BI),6.12057761732852
Great Alamance,1989-10-01,36.016666666666666,-79.41388888888889,Biotic Index (BI),5.09052631578947
Great Alamance,1989-10-01,36.016666666666666,-79.41388888888889,Biotic Index (BI),5.85148809523809
Buffalo,1993-08-01,35.541666666666664,-79.23027777777779,Biotic Index (BI),6.00833333333333
Black,1991-07-01,35.473753,-78.511835,Biotic Index (BI),6.90518867924528
Black,1995-08-01,35.473753,-78.511835,Biotic Index (BI),6.60492957746479
Black,2005-07-01,35.473753,-78.511835,Biotic Index (BI),6.56142131979696
Black,1983-07-01,35.468611111111116,-78.4575,Biotic Index (BI),6.32619047619048
Black,1994-05-01,35.829529,-78.785692,Biotic Index (BI),5.82264150943396
Black,2000-07-01,35.829529,-78.785692,Biotic Index (BI),6.366
Bolin,2001-03-01,35.92472222222222,-79.05416666666666,Biotic Index (BI),7.84710144927536
Bolin,2002-03-01,35.92472222222222,-79.05416666666666,Biotic Index (BI),7.65869565217391
Bolin,1986-04-01,35.92777777777778,-79.035,Biotic Index (BI),6.07830188679245
Bolin,1998-03-01,35.92777777777778,-79.035,Biotic Index (BI),5.83595505617977
Bolin,2001-03-01,35.92777777777778,-79.035,Biotic Index (BI),7.24840425531915
Bolin,2001-07-01,35.92777777777778,-79.035,Biotic Index (BI),6.96693548387097
Bolin,2009-07-01,35.924793,-79.074191,Biotic Index (BI),5.70892018779343
Bolin,1993-04-01,35.94361111111111,-79.08833333333332,Biotic Index (BI),4.53194444444445
Bolin,1998-03-01,35.94361111111111,-79.08833333333332,Biotic Index (BI),3.92222222222222
Bolin,2000-04-01,35.94361111111111,-79.08833333333332,Biotic Index (BI),4.51847133757962
Bolin,2001-07-01,35.94361111111111,-79.08833333333332,Biotic Index (BI),5.85036319612591
Bolin,1993-04-01,35.922777777777775,-79.06666666666666,Biotic Index (BI),3.9551724137931
Bolin,2001-07-01,35.922777777777775,-79.06666666666666,Biotic Index (BI),6.68552631578947
Bolin,2002-03-01,35.922777777777775,-79.06666666666666,Biotic Index (BI),6.79545454545454
Booker,2001-07-01,35.948611111111106,-79.05638888888889,Biotic Index (BI),6.54329268292683
Booker,2007-05-01,35.9525,-79.05777777777777,Biotic Index (BI),5.91545454545455
Booker,1998-03-01,35.942062,-79.049312,Biotic Index (BI),5.56944444444444
Booker,2001-07-01,35.942062,-79.049312,Biotic Index (BI),6.27583333333333
Booker,2001-07-01,35.92861111111111,-79.02194444444444,Biotic Index (BI),6.98531073446328
Brush,2003-06-01,36.10861111111111,-79.94055555555556,Biotic Index (BI),6.72040816326531
Brush,1983-08-01,35.60138888888889,-79.58333333333333,Biotic Index (BI),6.06666666666667
Brush,1990-05-01,35.60138888888889,-79.58333333333333,Biotic Index (BI),4.36728395061728
Brush,1998-07-01,35.60138888888889,-79.58333333333333,Biotic Index (BI),4.18562091503268
Brush,2003-07-01,35.60138888888889,-79.58333333333333,Biotic Index (BI),5.04957264957265
Brush,2009-03-01,35.6013888888889,-79.5833333333333,Biotic Index (BI),4.84888888888889
Brush,1999-06-01,35.113055555555555,-83.26388888888889,Biotic Index (BI),1.74326923076923
Brush,2009-08-01,35.31471,-83.5012,Biotic Index (BI),2.59142857142857
Brush,1990-05-01,35.70916666666667,-79.53999999999999,Biotic Index (BI),4.96330935251799
Brush,1993-07-01,36.51611111111111,-81.0125,Biotic Index (BI),4.50498614958449
Brush,1998-08-01,36.51611111111111,-81.0125,Biotic Index (BI),3.49414414414414
Brush,2003-08-01,36.51611111111111,-81.0125,Biotic Index (BI),3.4382252559727
Brush,2007-10-01,36.5161111111111,-81.0125,Biotic Index (BI),3.96666666666667
Brush,2013-09-01,36.5161111111111,-81.0125,Biotic Index (BI),4.08591065292096
Brush,2006-04-01,36.494166666666665,-81.00472222222223,Biotic Index (BI),3.94971644612476
Brush,1998-09-01,36.14,-79.91416666666667,Biotic Index (BI),6.89746031746032
Brush,1999-10-01,36.14,-79.91416666666667,Biotic Index (BI),5.1875
Brush,2003-06-01,36.14,-79.91416666666667,Biotic Index (BI),6.67257142857143
Brush,1988-08-01,36.42805555555555,-81.01166666666667,Biotic Index (BI),3.698
Brushy,2011-09-01,35.94892,-80.180326,Biotic Index (BI),4.4375
Brushy,1990-05-01,36.26888888888889,-79.07916666666667,Biotic Index (BI),4.27758620689655
Brushy,2008-06-01,36.253,-81.7858,Biotic Index (BI),3.16756756756757
Brushy,1987-10-01,36.53972222222222,-80.66194444444444,Biotic Index (BI),3.89620253164557
Brushy,1996-08-01,35.92444444444444,-80.18027777777779,Biotic Index (BI),4.89803921568627
Brushy,2001-07-01,35.92444444444444,-80.18027777777779,Biotic Index (BI),5.31359649122807
Brushy,2003-05-01,35.92444444444444,-80.18027777777779,Biotic Index (BI),5.59709302325582
Brushy,2006-09-01,35.92444444444444,-80.18027777777779,Biotic Index (BI),5.87787234042553
Brushy,2004-05-01,36.323055555555555,-80.30277777777778,Biotic Index (BI),4.81059190031153
Buckhorn,2003-03-01,35.59027777777778,-78.90416666666667,Biotic Index (BI),5.25391304347826
Buffalo,1985-05-01,36.43611111111111,-81.51472222222222,Biotic Index (BI),5.3828125
Buffalo,1993-07-01,36.43611111111111,-81.51472222222222,Biotic Index (BI),2.586875
Buffalo,1998-08-01,36.43611111111111,-81.51472222222222,Biotic Index (BI),2.81844660194175
Buffalo,2003-08-01,36.43611111111111,-81.51472222222222,Biotic Index (BI),2.46666666666667
Buffalo,2008-08-01,36.4361111111111,-81.5147222222222,Biotic Index (BI),2.08278145695364
Buffalo,2013-08-01,36.4361111111111,-81.5147222222222,Biotic Index (BI),2.20816326530612
Buffalo,2008-08-01,36.43288,-81.51138,Biotic Index (BI),2.26477272727273
Buffalo,1983-11-01,35.17111111111111,-81.51722222222222,Biotic Index (BI),6.96649214659686
Buffalo,1984-08-01,35.17111111111111,-81.51722222222222,Biotic Index (BI),6.17708333333333
Buffalo,1988-07-01,35.17111111111111,-81.51722222222222,Biotic Index (BI),6.65372670807453
Buffalo,1995-07-01,35.17111111111111,-81.51722222222222,Biotic Index (BI),5.159375
Buffalo,2000-07-01,35.17111111111111,-81.51722222222222,Biotic Index (BI),5.23188405797101
Buffalo,2005-09-01,35.17111111111111,-81.51722222222222,Biotic Index (BI),4.832
Buffalo,2010-06-01,35.1711111111111,-81.5172222222222,Biotic Index (BI),4.7030612244898
Buffalo,2015-08-01,35.1711111111111,-81.5172222222222,Biotic Index (BI),4.62222222222222
Buffalo,2003-07-01,35.47083333333334,-79.51694444444445,Biotic Index (BI),4.81792452830189
Buffalo,2009-03-01,35.4708333333333,-79.5169444444444,Biotic Index (BI),3.87474747474747
Buffalo,2013-06-01,35.4708333333333,-79.5169444444444,Biotic Index (BI),4.13
Buffalo,2010-06-01,35.20076,-81.4882,Biotic Index (BI),5.42705882352941
Buffalo,1985-05-01,36.43277777777777,-81.5125,Biotic Index (BI),4.33415300546448
Buffalo,2012-10-01,36.03733,-81.52006,Biotic Index (BI),3.04117647058824
Buffalo,1991-08-01,35.77583333333333,-78.38361111111112,Biotic Index (BI),7.01818181818182
Buffalo,2005-07-01,35.77583333333333,-78.38361111111112,Biotic Index (BI),6.7939393939394
Buffalo,1986-07-01,36.41416666666667,-81.53416666666666,Biotic Index (BI),3.08563218390805
Buffalo,2005-07-01,35.48555555555556,-82.18416666666667,Biotic Index (BI),1.41770833333333
Buffalo,2011-05-01,36.086795,-81.53184,Biotic Index (BI),2.1046218487395
Buffalo,1988-09-01,36.03944444444444,-81.52333333333333,Biotic Index (BI),4.45321428571429
Buffalo,1988-09-01,36.077222222222225,-81.5275,Biotic Index (BI),3.37083333333333
Buffalo,2006-06-01,36.077222222222225,-81.5275,Biotic Index (BI),2.28588957055215
Buffalo,1996-07-01,36.02861111111111,-81.5125,Biotic Index (BI),3.30153846153846
Buffalo,2001-08-01,36.02861111111111,-81.5125,Biotic Index (BI),3.456875
Buffalo,2006-06-01,36.02861111111111,-81.5125,Biotic Index (BI),2.67403846153846
Buffalo,2011-08-01,36.0286111111111,-81.5125,Biotic Index (BI),3.20320512820513
Buffalo,2011-05-01,36.046111,-81.530277,Biotic Index (BI),2.52608695652174
Buffalo,1995-07-01,35.34916666666667,-81.48027777777779,Biotic Index (BI),4.94438775510204
Buffalo,2000-07-01,35.34916666666667,-81.48027777777779,Biotic Index (BI),4.82508143322476
Buffalo,2005-09-01,35.34916666666667,-81.48027777777779,Biotic Index (BI),4.35352112676056
Buffalo,2010-06-01,35.3491666666667,-81.4802777777778,Biotic Index (BI),4.37216494845361
Buffalo,2015-08-01,35.3491666666667,-81.4802777777778,Biotic Index (BI),4.09851851851852
Buffalo,2003-04-01,36.24111111111111,-78.26388888888889,Biotic Index (BI),6.01623931623932
Buffalo,1983-11-01,35.255833333333335,-81.45861111111111,Biotic Index (BI),7.32378048780488
Buffalo,1990-09-01,35.255833333333335,-81.45861111111111,Biotic Index (BI),6.73005780346821
Burdens,1986-04-01,35.88944444444444,-78.88555555555556,Biotic Index (BI),6.87826086956522
Buttermilk,2007-05-01,36.23111111111111,-79.50166666666667,Biotic Index (BI),4.97115384615385
Cabin,1985-05-01,35.582732,-80.153297,Biotic Index (BI),5.9423197492163
Cabin,1996-08-01,35.582732,-80.153297,Biotic Index (BI),4.78461538461538
Cabin,1992-09-01,35.391666666666666,-79.71222222222222,Biotic Index (BI),6.37844827586207
Cabin,1992-09-01,35.401944444444446,-79.66027777777778,Biotic Index (BI),5.46625310173698
Cabin,1992-09-01,35.38055555555555,-79.71916666666667,Biotic Index (BI),4.33181818181818
Cabin,1998-03-01,35.38055555555555,-79.71916666666667,Biotic Index (BI),4.16024096385542
Cabin,2002-09-01,35.38055555555555,-79.71916666666667,Biotic Index (BI),4.66666666666667
Cabin,2003-04-01,35.38055555555555,-79.71916666666667,Biotic Index (BI),3.74827586206897
Cabin,1995-07-01,34.96416666666667,-77.79722222222222,Biotic Index (BI),6.26666666666667
Camp,2009-05-01,35.6969,-79.159476,Biotic Index (BI),5.16092715231788
Camp,2009-05-01,35.696197,-79.159508,Biotic Index (BI),4.4509433962264104
Candy,1985-06-01,36.23361111111111,-79.6613888888889,Biotic Index (BI),6.8540350877193
Candy,1990-06-01,36.23361111111111,-79.6613888888889,Biotic Index (BI),6.49305555555555
Cane,1998-08-01,35.89694444444444,-79.37194444444444,Biotic Index (BI),5.54581497797357
Cane,1994-04-01,35.942499999999995,-79.2461111111111,Biotic Index (BI),5.78098159509202
Cane,1992-07-01,35.42305555555555,-82.49944444444445,Biotic Index (BI),3.68484848484849
Cane,1997-07-01,35.42305555555555,-82.49944444444445,Biotic Index (BI),4.03576642335767
Cane,2002-07-01,35.42305555555555,-82.49944444444445,Biotic Index (BI),4.27380952380952
Cane,2003-08-01,35.42305555555555,-82.49944444444445,Biotic Index (BI),4.57777777777778
Cane,2007-08-01,35.42305555555555,-82.49944444444445,Biotic Index (BI),5.1
Cane,2012-07-01,35.4230555555556,-82.4994444444445,Biotic Index (BI),4.38831168831169
Cane,1984-11-01,35.95777777777778,-79.23055555555555,Biotic Index (BI),5.91489971346705
Cane,1986-04-01,35.98694444444445,-79.2063888888889,Biotic Index (BI),5.50933333333333
Cane,1993-07-01,35.98694444444445,-79.2063888888889,Biotic Index (BI),4.03432835820896
Cane,1998-07-01,35.98694444444445,-79.2063888888889,Biotic Index (BI),4.28161764705882
Cane,2003-07-01,35.98694444444445,-79.2063888888889,Biotic Index (BI),4.92300884955752
Cane,2003-08-01,35.98694444444445,-79.2063888888889,Biotic Index (BI),5.0030303030303
Cane,2009-03-01,35.9869444444444,-79.2063888888889,Biotic Index (BI),4.46056338028169
Cane,2012-05-01,35.9869444444444,-79.2063888888889,Biotic Index (BI),5.50794701986755
Cane,1994-04-01,35.92805555555555,-79.25861111111111,Biotic Index (BI),5.81263157894737
Cane,1998-08-01,35.90083333333333,-79.38472222222222,Biotic Index (BI),4.57727272727273
Cane,1999-08-01,35.53138888888889,-82.40694444444445,Biotic Index (BI),3.99281045751634
Cedar,1990-06-01,35.965,-80.52416666666666,Biotic Index (BI),6.44080459770115
Cedar,1990-06-01,35.962500000000006,-80.52333333333333,Biotic Index (BI),6.32830188679245
Cedar,1990-06-01,36.01583333333333,-80.54194444444444,Biotic Index (BI),6.11666666666667
Cedar,1994-10-01,36.06527777777777,-78.42527777777778,Biotic Index (BI),6.36480446927374
Cedar,1994-10-01,36.06666666666667,-78.42222222222223,Biotic Index (BI),5.94968944099379
Cedar,1990-09-01,36.07138888888889,-78.4088888888889,Biotic Index (BI),5.82513368983957
Cedar,1992-07-01,36.07138888888889,-78.4088888888889,Biotic Index (BI),4.86111111111111
Cedar,1997-07-01,36.05972222222222,-78.35416666666666,Biotic Index (BI),4.61408450704225
Cedar,2002-07-01,36.05972222222222,-78.35416666666666,Biotic Index (BI),5.03076923076923
Cedar,2007-06-01,36.0597222222222,-78.3541666666667,Biotic Index (BI),4.89333333333333
Cedar,2012-06-01,36.0597222222222,-78.3541666666667,Biotic Index (BI),4.84835164835165
Cedar,1990-09-01,36.066111111111105,-78.43222222222222,Biotic Index (BI),6.24823151125402
Cedar,1992-07-01,36.066111111111105,-78.43222222222222,Biotic Index (BI),5.40746268656716
Cedar,1989-09-01,35.16083333333333,-83.12055555555555,Biotic Index (BI),4.19077490774908
Cedar,2009-10-01,36.0835,-78.51339,Biotic Index (BI),6.43387096774194
Cedar,1988-03-01,35.394444444444446,-80.01555555555555,Biotic Index (BI),4.03125
Cedar,2008-06-01,35.486667,-82.11,Biotic Index (BI),3.68681318681319
Cedar,2010-05-01,35.94397,-78.62852,Biotic Index (BI),6.59449541284404
Cedar,1996-07-01,35.955000000000005,-80.51638888888888,Biotic Index (BI),6.03150684931507
Coble,2003-06-01,36.086111111111116,-79.46972222222223,Biotic Index (BI),6.9125
Collins,2012-05-01,35.94605,-79.1946,Biotic Index (BI),7.2015873015873
Collins,2012-05-01,35.93139,-79.20593,Biotic Index (BI),6.46705882352941
Collins,2003-07-01,35.856944444444444,-79.23194444444445,Biotic Index (BI),5.21132075471698
Collins,2009-03-01,35.8569444444444,-79.2319444444445,Biotic Index (BI),5.0551724137931
Collins,2013-06-01,35.8569444444444,-79.2319444444445,Biotic Index (BI),4.44772727272727
Cotton,1992-09-01,35.38722222222222,-79.7375,Biotic Index (BI),6.57647058823529
Cotton,1998-09-01,35.38722222222222,-79.7375,Biotic Index (BI),6.10221238938053
Cotton,2001-09-01,35.38722222222222,-79.7375,Biotic Index (BI),6.13801652892562
Cotton,2007-07-01,35.38722222222222,-79.7375,Biotic Index (BI),5.75397489539749
Cotton,1988-07-01,35.37861111111111,-79.75638888888889,Biotic Index (BI),9.13714285714286
Cotton,1992-09-01,35.37861111111111,-79.75638888888889,Biotic Index (BI),6.09642857142857
Cotton,1998-09-01,35.37861111111111,-79.75638888888889,Biotic Index (BI),6.70641711229946
Cotton,2001-09-01,35.37861111111111,-79.75638888888889,Biotic Index (BI),6.77428571428571
Crabtree,1987-06-01,35.84527777777778,-78.72472222222223,Biotic Index (BI),5.75308641975309
Crabtree,1991-07-01,35.84527777777778,-78.72472222222223,Biotic Index (BI),6.2675
Crabtree,1994-04-01,35.84527777777778,-78.72472222222223,Biotic Index (BI),5.55
Crabtree,1984-04-01,35.83972222222222,-78.77888888888889,Biotic Index (BI),5.39306358381503
Crabtree,1984-10-01,35.83972222222222,-78.77888888888889,Biotic Index (BI),7.18034934497816
Crabtree,1987-06-01,35.83972222222222,-78.77888888888889,Biotic Index (BI),6.46363636363636
Crabtree,1994-04-01,35.83972222222222,-78.77888888888889,Biotic Index (BI),7.10607287449393
Crabtree,1988-03-01,35.82083333333334,-78.82388888888889,Biotic Index (BI),7.12549800796813
Crabtree,1988-08-01,35.82083333333334,-78.82388888888889,Biotic Index (BI),6.74090909090909
Crabtree,1991-07-01,35.82083333333334,-78.82388888888889,Biotic Index (BI),6.5375
Crabtree,1995-07-01,35.82083333333334,-78.82388888888889,Biotic Index (BI),6.603125
Crabtree,2000-07-01,35.82083333333334,-78.82388888888889,Biotic Index (BI),7.49931740614335
Crabtree,2005-08-01,35.82083333333334,-78.82388888888889,Biotic Index (BI),7.59917355371901
Crabtree,2013-04-01,35.8208333333333,-78.8238888888889,Biotic Index (BI),7.51987179487179
Crabtree,1988-03-01,35.82638888888889,-78.81527777777778,Biotic Index (BI),7.05489510489511
Crabtree,1988-08-01,35.82638888888889,-78.81527777777778,Biotic Index (BI),6.45833333333333
Crabtree,1984-04-01,35.837500000000006,-78.78194444444445,Biotic Index (BI),5.774
Crabtree,1984-10-01,35.837500000000006,-78.78194444444445,Biotic Index (BI),6.66703703703703
Crabtree,1987-06-01,35.837500000000006,-78.78194444444445,Biotic Index (BI),6.71590909090909
Crabtree,1994-04-01,35.837500000000006,-78.78194444444445,Biotic Index (BI),7.47
Crabtree,1984-10-01,35.84444444444445,-78.75638888888889,Biotic Index (BI),6.16566666666667
Crabtree,1986-04-01,35.84444444444445,-78.75638888888889,Biotic Index (BI),6.33005952380952
Crabtree,1987-06-01,35.84444444444445,-78.75638888888889,Biotic Index (BI),6.23968253968254
Crabtree,1987-07-01,35.84444444444445,-78.75638888888889,Biotic Index (BI),6.51270718232044
Crabtree,1994-04-01,35.84444444444445,-78.75638888888889,Biotic Index (BI),6.48558558558558
Crabtree,1995-07-01,35.84444444444445,-78.75638888888889,Biotic Index (BI),6.28428571428571
Crabtree,2000-07-01,35.84444444444445,-78.75638888888889,Biotic Index (BI),6.15707070707071
Crabtree,2001-09-01,35.84444444444445,-78.75638888888889,Biotic Index (BI),6.16363636363636
Crabtree,2005-08-01,35.84444444444445,-78.75638888888889,Biotic Index (BI),6.37697841726619
Crabtree,2010-07-01,35.8444444444444,-78.7563888888889,Biotic Index (BI),6.18
Crabtree,1984-09-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.88831168831169
Crabtree,1986-07-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.99142857142857
Crabtree,1989-04-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.45231481481482
Crabtree,1989-04-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),4.83061224489796
Crabtree,1989-07-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.5969512195122
Crabtree,1989-07-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.16037735849057
Crabtree,1989-10-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.61056338028169
Crabtree,1989-10-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),5.9469387755102
Crabtree,1995-07-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.57194570135747
Crabtree,1996-10-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.51878787878788
Crabtree,2000-08-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.62061403508772
Crabtree,2005-08-01,35.81111111111111,-78.6111111111111,Biotic Index (BI),6.5156862745098
Crabtree,2015-08-01,35.8111111111111,-78.6111111111111,Biotic Index (BI),6.35056818181818
Crane,1998-06-01,34.85416666666667,-78.27083333333333,Biotic Index (BI),4.85
Crane,2002-04-01,35.309999999999995,-79.32444444444444,Biotic Index (BI),5.12961373390558
Crane,2003-04-01,35.309999999999995,-79.32444444444444,Biotic Index (BI),3.06
Crane,2002-04-01,35.26138888888889,-79.25222222222222,Biotic Index (BI),5.90634146341463
Crane,2014-06-01,35.2096,-79.18436,Biotic Index (BI),5.59837398373984
Crane,2002-04-01,35.195277777777775,-79.16972222222223,Biotic Index (BI),5.40268817204301
Crane,2002-04-01,35.28444444444444,-79.27194444444444,Biotic Index (BI),5.476171875
